# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/phage_pangenome.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/FC/TAIHU_all_featurecounts.txt" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_3.sam" 
Geneid	Chr	Start	End	Strand	Length	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_3.sam
lcl|OP028995.1_cds_UUJ74497.1_20.1	lcl|OP028995.1_cds_UUJ74497.1_20	1	450	+	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74498.1_21.1	lcl|OP028995.1_cds_UUJ74498.1_21	1	324	+	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74499.1_22.1	lcl|OP028995.1_cds_UUJ74499.1_22	1	156	+	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74500.1_23.1	lcl|OP028995.1_cds_UUJ74500.1_23	1	315	+	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74501.1_24.1	lcl|OP028995.1_cds_UUJ74501.1_24	1	210	+	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74502.1_25.1	lcl|OP028995.1_cds_UUJ74502.1_25	1	264	+	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74503.1_26.1	lcl|OP028995.1_cds_UUJ74503.1_26	1	579	+	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74504.1_27.1	lcl|OP028995.1_cds_UUJ74504.1_27	1	1455	+	1455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74505.1_28.1	lcl|OP028995.1_cds_UUJ74505.1_28	1	639	+	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74506.1_29.1	lcl|OP028995.1_cds_UUJ74506.1_29	1	1278	+	1278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74507.1_30.1	lcl|OP028995.1_cds_UUJ74507.1_30	1	579	+	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74508.1_31.1	lcl|OP028995.1_cds_UUJ74508.1_31	1	231	+	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74509.1_32.1	lcl|OP028995.1_cds_UUJ74509.1_32	1	1950	+	1950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74510.1_33.1	lcl|OP028995.1_cds_UUJ74510.1_33	1	303	+	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74511.1_34.1	lcl|OP028995.1_cds_UUJ74511.1_34	1	186	+	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74512.1_35.1	lcl|OP028995.1_cds_UUJ74512.1_35	1	543	+	543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74513.1_36.1	lcl|OP028995.1_cds_UUJ74513.1_36	1	219	+	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74514.1_37.1	lcl|OP028995.1_cds_UUJ74514.1_37	1	102	+	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74515.1_38.1	lcl|OP028995.1_cds_UUJ74515.1_38	1	7326	+	7326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74516.1_39.1	lcl|OP028995.1_cds_UUJ74516.1_39	1	1380	+	1380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74517.1_40.1	lcl|OP028995.1_cds_UUJ74517.1_40	1	657	+	657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74518.1_41.1	lcl|OP028995.1_cds_UUJ74518.1_41	1	651	+	651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74519.1_42.1	lcl|OP028995.1_cds_UUJ74519.1_42	1	492	+	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74520.1_43.1	lcl|OP028995.1_cds_UUJ74520.1_43	1	1398	+	1398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74521.1_44.1	lcl|OP028995.1_cds_UUJ74521.1_44	1	531	+	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74522.1_45.1	lcl|OP028995.1_cds_UUJ74522.1_45	1	717	+	717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74523.1_46.1	lcl|OP028995.1_cds_UUJ74523.1_46	1	372	+	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74524.1_47.1	lcl|OP028995.1_cds_UUJ74524.1_47	1	1077	+	1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74525.1_48.1	lcl|OP028995.1_cds_UUJ74525.1_48	1	1146	+	1146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74526.1_49.1	lcl|OP028995.1_cds_UUJ74526.1_49	1	2184	+	2184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74527.1_50.1	lcl|OP028995.1_cds_UUJ74527.1_50	1	1599	+	1599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74528.1_51.1	lcl|OP028995.1_cds_UUJ74528.1_51	1	471	+	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74529.1_52.1	lcl|OP028995.1_cds_UUJ74529.1_52	1	2529	+	2529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74530.1_53.1	lcl|OP028995.1_cds_UUJ74530.1_53	1	324	+	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74531.1_54.1	lcl|OP028995.1_cds_UUJ74531.1_54	1	798	+	798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74532.1_55.1	lcl|OP028995.1_cds_UUJ74532.1_55	1	171	+	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74533.1_56.1	lcl|OP028995.1_cds_UUJ74533.1_56	1	582	+	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74534.1_57.1	lcl|OP028995.1_cds_UUJ74534.1_57	1	507	+	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22041.1_1.1	lcl|OM681334.1_cds_UNJ22041.1_1	1	633	+	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22042.1_2.1	lcl|OM681334.1_cds_UNJ22042.1_2	1	2052	+	2052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22043.1_3.1	lcl|OM681334.1_cds_UNJ22043.1_3	1	204	+	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22044.1_4.1	lcl|OM681334.1_cds_UNJ22044.1_4	1	1494	+	1494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22045.1_5.1	lcl|OM681334.1_cds_UNJ22045.1_5	1	2001	+	2001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22046.1_6.1	lcl|OM681334.1_cds_UNJ22046.1_6	1	330	+	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22047.1_7.1	lcl|OM681334.1_cds_UNJ22047.1_7	1	162	+	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22048.1_8.1	lcl|OM681334.1_cds_UNJ22048.1_8	1	594	+	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22049.1_9.1	lcl|OM681334.1_cds_UNJ22049.1_9	1	408	+	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22050.1_10.1	lcl|OM681334.1_cds_UNJ22050.1_10	1	771	+	771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22051.1_11.1	lcl|OM681334.1_cds_UNJ22051.1_11	1	195	+	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22052.1_12.1	lcl|OM681334.1_cds_UNJ22052.1_12	1	1506	+	1506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22053.1_13.1	lcl|OM681334.1_cds_UNJ22053.1_13	1	384	+	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22054.1_14.1	lcl|OM681334.1_cds_UNJ22054.1_14	1	387	+	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22055.1_15.1	lcl|OM681334.1_cds_UNJ22055.1_15	1	2019	+	2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22056.1_16.1	lcl|OM681334.1_cds_UNJ22056.1_16	1	1188	+	1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22057.1_17.1	lcl|OM681334.1_cds_UNJ22057.1_17	1	1104	+	1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22058.1_18.1	lcl|OM681334.1_cds_UNJ22058.1_18	1	468	+	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22059.1_19.1	lcl|OM681334.1_cds_UNJ22059.1_19	1	528	+	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22060.1_20.1	lcl|OM681334.1_cds_UNJ22060.1_20	1	1116	+	1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22061.1_21.1	lcl|OM681334.1_cds_UNJ22061.1_21	1	630	+	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22062.1_22.1	lcl|OM681334.1_cds_UNJ22062.1_22	1	1533	+	1533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22063.1_23.1	lcl|OM681334.1_cds_UNJ22063.1_23	1	207	+	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22064.1_24.1	lcl|OM681334.1_cds_UNJ22064.1_24	1	342	+	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22065.1_25.1	lcl|OM681334.1_cds_UNJ22065.1_25	1	3117	+	3117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22066.1_26.1	lcl|OM681334.1_cds_UNJ22066.1_26	1	399	+	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22067.1_27.1	lcl|OM681334.1_cds_UNJ22067.1_27	1	594	+	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22068.1_28.1	lcl|OM681334.1_cds_UNJ22068.1_28	1	861	+	861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22069.1_29.1	lcl|OM681334.1_cds_UNJ22069.1_29	1	270	+	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22070.1_30.1	lcl|OM681334.1_cds_UNJ22070.1_30	1	288	+	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22071.1_31.1	lcl|OM681334.1_cds_UNJ22071.1_31	1	1134	+	1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22072.1_32.1	lcl|OM681334.1_cds_UNJ22072.1_32	1	246	+	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22073.1_33.1	lcl|OM681334.1_cds_UNJ22073.1_33	1	231	+	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22074.1_34.1	lcl|OM681334.1_cds_UNJ22074.1_34	1	219	+	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22075.1_35.1	lcl|OM681334.1_cds_UNJ22075.1_35	1	243	+	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22076.1_36.1	lcl|OM681334.1_cds_UNJ22076.1_36	1	522	+	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22077.1_37.1	lcl|OM681334.1_cds_UNJ22077.1_37	1	402	+	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22078.1_38.1	lcl|OM681334.1_cds_UNJ22078.1_38	1	1098	+	1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22079.1_39.1	lcl|OM681334.1_cds_UNJ22079.1_39	1	660	+	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22080.1_40.1	lcl|OM681334.1_cds_UNJ22080.1_40	1	279	+	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22081.1_41.1	lcl|OM681334.1_cds_UNJ22081.1_41	1	561	+	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22082.1_42.1	lcl|OM681334.1_cds_UNJ22082.1_42	1	1839	+	1839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22083.1_43.1	lcl|OM681334.1_cds_UNJ22083.1_43	1	405	+	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22084.1_44.1	lcl|OM681334.1_cds_UNJ22084.1_44	1	141	+	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22085.1_45.1	lcl|OM681334.1_cds_UNJ22085.1_45	1	231	+	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22086.1_46.1	lcl|OM681334.1_cds_UNJ22086.1_46	1	474	+	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22087.1_47.1	lcl|OM681334.1_cds_UNJ22087.1_47	1	288	+	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22088.1_48.1	lcl|OM681334.1_cds_UNJ22088.1_48	1	267	+	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22089.1_49.1	lcl|OM681334.1_cds_UNJ22089.1_49	1	411	+	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22090.1_50.1	lcl|OM681334.1_cds_UNJ22090.1_50	1	597	+	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22091.1_51.1	lcl|OM681334.1_cds_UNJ22091.1_51	1	276	+	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22092.1_52.1	lcl|OM681334.1_cds_UNJ22092.1_52	1	507	+	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22093.1_53.1	lcl|OM681334.1_cds_UNJ22093.1_53	1	1179	+	1179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22094.1_54.1	lcl|OM681334.1_cds_UNJ22094.1_54	1	417	+	417	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22095.1_55.1	lcl|OM681334.1_cds_UNJ22095.1_55	1	651	+	651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22096.1_56.1	lcl|OM681334.1_cds_UNJ22096.1_56	1	705	+	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22097.1_57.1	lcl|OM681334.1_cds_UNJ22097.1_57	1	612	+	612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22098.1_58.1	lcl|OM681334.1_cds_UNJ22098.1_58	1	303	+	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22099.1_59.1	lcl|OM681334.1_cds_UNJ22099.1_59	1	456	+	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22100.1_60.1	lcl|OM681334.1_cds_UNJ22100.1_60	1	1149	+	1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OM681334.1_cds_UNJ22101.1_61.1	lcl|OM681334.1_cds_UNJ22101.1_61	1	666	+	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ923504.1_cds_UIU47015.1_1.1	lcl|MZ923504.1_cds_UIU47015.1_1	1	675	+	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ923504.1_cds_UIU47016.1_2.1	lcl|MZ923504.1_cds_UIU47016.1_2	1	228	+	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ923504.1_cds_UIU47017.1_3.1	lcl|MZ923504.1_cds_UIU47017.1_3	1	195	+	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ923504.1_cds_UIU47018.1_4.1	lcl|MZ923504.1_cds_UIU47018.1_4	1	1692	+	1692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
